scenario_name,repeat_index,turn_limit,attachment_size_kb,expected_fact,iteration_kind,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,provider,model,latency_budget_score,cost_budget_score,memory_drift_score,iteration_total_turns,iteration_total_tokens_in,iteration_total_tokens_out,iteration_total_cost_usd,iteration_total_latency_ms,iteration_wall_clock_ms
growing,1,6,0,SSO,multi_turn,2,01KSHVV7BXMWGYQ069VJ7SQJP5,64,0,4,0,0,808,205,0.0002442,5152.87,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7182,1340,0.0018813,34289.79,34379.25
growing,1,6,0,multi-tenant,multi_turn,3,01KSHVV7BXMWGYQ069VJ7SQJP5,66,0,6,0,0,1040,234,0.0002964,6447.2,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7182,1340,0.0018813,34289.79,34379.25
growing,1,6,0,audit log,multi_turn,4,01KSHVV7BXMWGYQ069VJ7SQJP5,61,0,8,0,0,1321,269,0.00035955,6896.69,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7182,1340,0.0018813,34289.79,34379.25
growing,1,6,0,CSV export,multi_turn,5,01KSHVV7BXMWGYQ069VJ7SQJP5,51,0,10,0,0,1619,207,0.00036705,4893.59,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,6,7182,1340,0.0018813,34289.79,34379.25
growing,1,6,0,role permissions,multi_turn,6,01KSHVV7BXMWGYQ069VJ7SQJP5,52,0,12,0,0,1858,229,0.0004161,6139.21,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7182,1340,0.0018813,34289.79,34379.25
growing,2,6,0,Nimbus,multi_turn,1,01KSHVW8YB2ZHBX5GA5920R19E,97,0,2,0,0,536,192,0.0001956,4452.19,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,2,6,0,SSO,multi_turn,2,01KSHVW8YB2ZHBX5GA5920R19E,64,0,4,0,0,804,232,0.0002598,6457.31,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,2,6,0,multi-tenant,multi_turn,3,01KSHVW8YB2ZHBX5GA5920R19E,66,0,6,0,0,1063,272,0.00032265,7649.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,2,6,0,audit log,multi_turn,4,01KSHVW8YB2ZHBX5GA5920R19E,61,0,8,0,0,1365,304,0.00038715,8460.32,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,2,6,0,CSV export,multi_turn,5,01KSHVW8YB2ZHBX5GA5920R19E,51,0,10,0,0,1698,245,0.0004017,6428.23,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,2,6,0,role permissions,multi_turn,6,01KSHVW8YB2ZHBX5GA5920R19E,52,0,12,0,0,1988,257,0.0004524,7351.2,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7454,1502,0.0020193,40799.03,40859.83
growing,3,6,0,Nimbus,multi_turn,1,01KSHVXGVAY1C1JA3E775BTYRP,97,0,2,0,0,536,199,0.0001998,6181.53,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,3,6,0,SSO,multi_turn,2,01KSHVXGVAY1C1JA3E775BTYRP,64,0,4,0,0,811,233,0.00026145,7084.33,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,3,6,0,multi-tenant,multi_turn,3,01KSHVXGVAY1C1JA3E775BTYRP,66,0,6,0,0,1071,290,0.00033465,7779.58,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,3,6,0,audit log,multi_turn,4,01KSHVXGVAY1C1JA3E775BTYRP,61,0,8,0,0,1391,307,0.00039285,7657.93,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,3,6,0,CSV export,multi_turn,5,01KSHVXGVAY1C1JA3E775BTYRP,51,0,10,0,0,1727,294,0.00043545,7973.85,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,3,6,0,role permissions,multi_turn,6,01KSHVXGVAY1C1JA3E775BTYRP,52,0,12,0,0,2066,337,0.0005121,10381.65,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,7602,1660,0.0021363,47058.87,47120.51
growing,1,10,0,Nimbus,multi_turn,1,01KSHVYYVXFQ7C7X7WB9RXMWC1,97,0,2,0,0,536,193,0.0001962,4951.72,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,SSO,multi_turn,2,01KSHVYYVXFQ7C7X7WB9RXMWC1,64,0,4,0,0,805,216,0.00025035,4451.04,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,multi-tenant,multi_turn,3,01KSHVYYVXFQ7C7X7WB9RXMWC1,66,0,6,0,0,1048,283,0.000327,8316.49,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,audit log,multi_turn,4,01KSHVYYVXFQ7C7X7WB9RXMWC1,61,0,8,0,0,1361,293,0.00037995,7840.09,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,CSV export,multi_turn,5,01KSHVYYVXFQ7C7X7WB9RXMWC1,51,0,10,0,0,1683,223,0.00038625,5637.15,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,role permissions,multi_turn,6,01KSHVYYVXFQ7C7X7WB9RXMWC1,52,0,12,0,0,1951,236,0.00043425,6523.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,billing dashboard,multi_turn,7,01KSHVYYVXFQ7C7X7WB9RXMWC1,49,0,12,0,0,2214,215,0.0004611,4657.03,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,email alerts,multi_turn,8,01KSHVYYVXFQ7C7X7WB9RXMWC1,65,0,12,0,0,2229,230,0.00047235,5548.94,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,SLA 99.9,multi_turn,9,01KSHVYYVXFQ7C7X7WB9RXMWC1,57,0,12,0,0,2248,273,0.000501,6081.45,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,1,10,0,launch in Q4,multi_turn,10,01KSHVYYVXFQ7C7X7WB9RXMWC1,54,0,12,0,0,2237,297,0.00051375,6866.27,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,16312,2459,0.0039222,60873.96,61008.39
growing,2,10,0,Nimbus,multi_turn,1,01KSHW0TEHC10Q02SEJNYXR2J1,97,0,2,0,0,536,180,0.0001884,4259.21,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,SSO,multi_turn,2,01KSHW0TEHC10Q02SEJNYXR2J1,64,0,4,0,0,792,235,0.0002598,5856.57,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,multi-tenant,multi_turn,3,01KSHW0TEHC10Q02SEJNYXR2J1,66,0,6,0,0,1054,240,0.0003021,6365.51,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,audit log,multi_turn,4,01KSHW0TEHC10Q02SEJNYXR2J1,61,0,8,0,0,1349,217,0.00033255,4346.63,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,CSV export,multi_turn,5,01KSHW0TEHC10Q02SEJNYXR2J1,51,0,10,0,0,1595,211,0.00036585,4937.91,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,role permissions,multi_turn,6,01KSHW0TEHC10Q02SEJNYXR2J1,52,0,12,0,0,1838,246,0.0004233,6223.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,billing dashboard,multi_turn,7,01KSHW0TEHC10Q02SEJNYXR2J1,49,0,12,0,0,2111,233,0.00045645,7770.23,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,email alerts,multi_turn,8,01KSHW0TEHC10Q02SEJNYXR2J1,65,0,12,0,0,2157,230,0.00046155,7351.03,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,SLA 99.9,multi_turn,9,01KSHW0TEHC10Q02SEJNYXR2J1,57,0,12,0,0,2157,357,0.00053775,9389.0,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,2,10,0,launch in Q4,multi_turn,10,01KSHW0TEHC10Q02SEJNYXR2J1,54,0,12,0,0,2273,400,0.00058095,11659.29,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,15862,2549,0.0039087,68159.17,68298.89
growing,3,10,0,Nimbus,multi_turn,1,01KSHW2X4Z8M9M4WAMQHRHX66N,97,0,2,0,0,536,231,0.000219,6629.75,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,SSO,multi_turn,2,01KSHW2X4Z8M9M4WAMQHRHX66N,64,0,4,0,0,843,233,0.00026625,6158.0,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,multi-tenant,multi_turn,3,01KSHW2X4Z8M9M4WAMQHRHX66N,66,0,6,0,0,1103,275,0.00033045,7085.1,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,audit log,multi_turn,4,01KSHW2X4Z8M9M4WAMQHRHX66N,61,0,8,0,0,1426,278,0.0003807,7535.63,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,CSV export,multi_turn,5,01KSHW2X4Z8M9M4WAMQHRHX66N,51,0,10,0,0,1733,280,0.00042795,7546.19,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,role permissions,multi_turn,6,01KSHW2X4Z8M9M4WAMQHRHX66N,52,0,12,0,0,2045,260,0.00046275,5228.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,billing dashboard,multi_turn,7,01KSHW2X4Z8M9M4WAMQHRHX66N,49,0,12,0,0,2332,258,0.0005046,7381.85,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,email alerts,multi_turn,8,01KSHW2X4Z8M9M4WAMQHRHX66N,65,0,12,0,0,2352,274,0.0005172,5990.59,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,SLA 99.9,multi_turn,9,01KSHW2X4Z8M9M4WAMQHRHX66N,57,0,12,0,0,2398,346,0.0005673,8574.01,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,3,10,0,launch in Q4,multi_turn,10,01KSHW2X4Z8M9M4WAMQHRHX66N,54,0,12,0,0,2468,400,0.0006102,10768.54,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,10,17236,2835,0.0042864,72898.44,73005.28
growing,1,20,0,Nimbus,multi_turn,1,01KSHW54EG2S2G5AXPQ309YJNQ,97,0,2,0,0,536,196,0.000198,5325.07,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,SSO,multi_turn,2,01KSHW54EG2S2G5AXPQ309YJNQ,64,0,4,0,0,808,258,0.000276,6650.19,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,multi-tenant,multi_turn,3,01KSHW54EG2S2G5AXPQ309YJNQ,66,0,6,0,0,1093,261,0.00032055,5349.02,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,audit log,multi_turn,4,01KSHW54EG2S2G5AXPQ309YJNQ,61,0,8,0,0,1384,285,0.0003786,6260.7,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,CSV export,multi_turn,5,01KSHW54EG2S2G5AXPQ309YJNQ,51,0,10,0,0,1698,205,0.0003777,4781.24,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,role permissions,multi_turn,6,01KSHW54EG2S2G5AXPQ309YJNQ,52,0,12,0,0,1948,245,0.0004392,5797.62,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,billing dashboard,multi_turn,7,01KSHW54EG2S2G5AXPQ309YJNQ,49,0,12,0,0,2220,205,0.000456,6441.67,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,email alerts,multi_turn,8,01KSHW54EG2S2G5AXPQ309YJNQ,65,0,12,0,0,2222,238,0.0004761,7417.89,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,SLA 99.9,multi_turn,9,01KSHW54EG2S2G5AXPQ309YJNQ,57,0,12,0,0,2207,238,0.00047385,7523.13,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,launch in Q4,multi_turn,10,01KSHW54EG2S2G5AXPQ309YJNQ,54,0,12,0,0,2183,317,0.00051765,9231.21,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,data residency EU,multi_turn,11,01KSHW54EG2S2G5AXPQ309YJNQ,62,0,12,0,0,2214,273,0.0004959,7512.3,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,mobile responsive,multi_turn,12,01KSHW54EG2S2G5AXPQ309YJNQ,57,0,12,0,0,2282,221,0.0004749,5874.25,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,SAML,multi_turn,13,01KSHW54EG2S2G5AXPQ309YJNQ,50,0,12,0,0,2259,288,0.00051165,8522.15,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,usage analytics,multi_turn,14,01KSHW54EG2S2G5AXPQ309YJNQ,48,0,12,0,0,2343,273,0.00051525,6582.5,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,webhooks,multi_turn,15,01KSHW54EG2S2G5AXPQ309YJNQ,44,0,12,0,0,2371,270,0.00051765,5128.63,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,bulk import,multi_turn,16,01KSHW54EG2S2G5AXPQ309YJNQ,44,0,12,0,0,2398,270,0.0005217,6475.3,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,approval workflow,multi_turn,17,01KSHW54EG2S2G5AXPQ309YJNQ,56,0,12,0,0,2350,296,0.0005301,6465.62,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,partner portal,multi_turn,18,01KSHW54EG2S2G5AXPQ309YJNQ,41,0,12,0,0,2370,297,0.0005337,6957.37,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,disaster recovery,multi_turn,19,01KSHW54EG2S2G5AXPQ309YJNQ,50,0,12,0,0,2442,325,0.0005613,8452.43,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,1,20,0,24x7 support,multi_turn,20,01KSHW54EG2S2G5AXPQ309YJNQ,45,0,12,0,0,2481,319,0.00056355,6400.85,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,39809,5280,0.00913935,133149.14,133431.23
growing,2,20,0,Nimbus,multi_turn,1,01KSHW96RC56Y4SRC5KBBQN0VN,97,0,2,0,0,536,174,0.0001848,4885.49,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,SSO,multi_turn,2,01KSHW96RC56Y4SRC5KBBQN0VN,64,0,4,0,0,786,217,0.0002481,5682.44,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,multi-tenant,multi_turn,3,01KSHW96RC56Y4SRC5KBBQN0VN,66,0,6,0,0,1030,310,0.0003405,7042.5,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,audit log,multi_turn,4,01KSHW96RC56Y4SRC5KBBQN0VN,61,0,8,0,0,1377,343,0.00041235,7643.39,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,CSV export,multi_turn,5,01KSHW96RC56Y4SRC5KBBQN0VN,51,0,10,0,0,1749,361,0.00047895,7311.97,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,role permissions,multi_turn,6,01KSHW96RC56Y4SRC5KBBQN0VN,52,0,12,0,0,2155,386,0.00055485,7874.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,billing dashboard,multi_turn,7,01KSHW96RC56Y4SRC5KBBQN0VN,49,0,12,0,0,2568,400,0.0006252,8980.15,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,email alerts,multi_turn,8,01KSHW96RC56Y4SRC5KBBQN0VN,65,0,12,0,0,2787,400,0.00065805,8205.48,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,SLA 99.9,multi_turn,9,01KSHW96RC56Y4SRC5KBBQN0VN,57,0,12,0,0,2975,400,0.00068625,8890.96,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,launch in Q4,multi_turn,10,01KSHW96RC56Y4SRC5KBBQN0VN,54,0,12,0,0,3064,400,0.0006996,10261.38,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,data residency EU,multi_turn,11,01KSHW96RC56Y4SRC5KBBQN0VN,62,0,12,0,0,3120,400,0.000708,8698.55,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,mobile responsive,multi_turn,12,01KSHW96RC56Y4SRC5KBBQN0VN,57,0,12,0,0,3159,400,0.00071385,8601.65,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,SAML,multi_turn,13,01KSHW96RC56Y4SRC5KBBQN0VN,50,0,12,0,0,3174,400,0.0007161,8361.4,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,usage analytics,multi_turn,14,01KSHW96RC56Y4SRC5KBBQN0VN,48,0,12,0,0,3175,400,0.00071625,9888.69,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,webhooks,multi_turn,15,01KSHW96RC56Y4SRC5KBBQN0VN,44,0,12,0,0,3168,400,0.0007152,8372.49,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,bulk import,multi_turn,16,01KSHW96RC56Y4SRC5KBBQN0VN,44,0,12,0,0,3163,400,0.00071445,8382.38,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,approval workflow,multi_turn,17,01KSHW96RC56Y4SRC5KBBQN0VN,56,0,12,0,0,3162,400,0.0007143,8419.37,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,partner portal,multi_turn,18,01KSHW96RC56Y4SRC5KBBQN0VN,41,0,12,0,0,3159,400,0.00071385,8962.82,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,disaster recovery,multi_turn,19,01KSHW96RC56Y4SRC5KBBQN0VN,50,0,12,0,0,3155,400,0.00071325,7975.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,2,20,0,24x7 support,multi_turn,20,01KSHW96RC56Y4SRC5KBBQN0VN,45,0,12,0,0,3157,400,0.00071355,10024.2,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,50619,7391,0.01202745,164465.88,164754.42
growing,3,20,0,Nimbus,multi_turn,1,01KSHWE7M6891T2220R04PVDW4,97,0,2,0,0,536,163,0.0001782,3608.7,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,SSO,multi_turn,2,01KSHWE7M6891T2220R04PVDW4,64,0,4,0,0,775,191,0.00023085,4158.48,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,multi-tenant,multi_turn,3,01KSHWE7M6891T2220R04PVDW4,66,0,6,0,0,993,247,0.00029715,5533.2,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,audit log,multi_turn,4,01KSHWE7M6891T2220R04PVDW4,61,0,8,0,0,1283,210,0.00031845,5248.11,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
